evaluated_session,train_start,baseline_loss_AAPL,model_loss_AAPL,q_effective_AAPL,baseline_loss_SPY,model_loss_SPY,q_effective_SPY,train_end,train_sessions,train_rows,evaluation_rows,alpha,baseline_loss,model_loss,baseline_mse,model_mse,baseline_rmse,model_rmse,rho,d,r_effective,model_within_spread,baseline_within_spread,learned_coverage
2020-10-23,2019-05-10,0.06263997763679705,0.0003558353392414513,0.005,3.403149097082751e-05,2.6463009750077205e-06,0.014000000000000005,2020-10-19,120,22383,247,1.0,0.03374492556949264,0.0001928250138877081,0.03374492556949264,0.0001928250138877081,0.18369791933904053,0.013886144673296043,0.9244077193510984,0.03355210055560493,0.0008995952428360928,0.07692307692307693,0.0,1.0
2020-10-26,2019-05-10,0.05430205267977803,0.0002398181612810092,0.004999999999999999,7.200808046299042e-05,1.217596559134926e-05,0.014000000000000005,2020-10-21,121,22627,258,1.0,0.02907877612195708,0.00013393807026256275,0.02907877612195708,0.00013393807026256275,0.17052500145713848,0.011573161636413913,0.9321321710158564,0.028944838051694517,0.0009995003330835331,0.05813953488372093,0.015503875968992248,1.0
2020-10-28,2019-05-10,0.06328048250637307,0.00021403526428342336,0.004999999999999999,0.00016760490250902445,6.565292329854439e-05,0.014000000000000005,2020-10-23,122,22874,223,0.01,0.02875236112668064,0.000132857481323086,0.02875236112668064,0.000132857481323086,0.16956521201791552,0.011526381970205828,0.9320238990472409,0.028619503645357553,0.0009995003330835334,0.11210762331838565,0.03587443946188341,1.0
2020-10-30,2019-05-10,0.05967928233700005,0.000318220517454655,0.004999999999999999,0.00012901984184857508,3.987821762685379e-05,0.014000000000000005,2020-10-26,123,23132,221,0.01,0.02842213098207892,0.00017212229673056024,0.02842213098207892,0.00017212229673056024,0.16858864428566628,0.013119538739245378,0.9221801753324804,0.028250008685348358,0.0008995952428360927,0.05429864253393665,0.02262443438914027,1.0
2020-11-02,2019-05-10,0.055877258952602434,0.00029965348470832874,0.004999999999999999,7.799354027273891e-05,1.696247296930473e-05,0.014,2020-10-28,124,23355,237,0.01,0.025505506892726775,0.00014578369350860682,0.025505506892726775,0.00014578369350860682,0.15970443604586185,0.012074091829558313,0.924397267048418,0.025359723199218167,0.0008995952428360929,0.10126582278481013,0.046413502109704644,1.0
2020-11-04,2019-05-10,0.06250614164195555,0.0005161332340577069,0.004999999999999999,2.682101438993383e-05,5.0516501300042364e-06,0.014000000000000005,2020-10-30,125,23576,222,0.01,0.030140727803351742,0.00025138376490596906,0.030140727803351742,0.00025138376490596906,0.17361085162901466,0.015855086404872383,0.9086745658113999,0.029889344038445773,0.0009995003330835331,0.08108108108108109,0.04504504504504504,1.0
2020-11-06,2019-05-10,0.06320574874492524,0.0006585837352489755,0.004999999999999999,1.4165598998819317e-05,1.2502020729715543e-05,0.014000000000000004,2020-11-02,126,23813,222,0.01,0.03217925071381723,0.0003413634339760056,0.03217925071381723,0.0003413634339760056,0.17938575950676025,0.01847602321864761,0.8970039580095468,0.03183788727984122,0.0009995003330835331,0.04054054054054054,0.04054054054054054,1.0
2020-11-09,2019-05-10,0.04936715788732172,0.00042266387694239884,0.005,1.3050337794372278e-05,1.220013499311538e-05,0.014000000000000004,2020-11-04,127,24035,182,0.01,0.018995399395304896,0.000170070804973609,0.018995399395304896,0.000170070804973609,0.13782379836336284,0.013041119774528912,0.9053783168843823,0.018825328590331286,0.0009995003330835331,0.15384615384615385,0.04395604395604396,1.0
2020-11-11,2019-05-10,0.07678582580919228,0.0008508604031189625,0.005,1.168975695403267e-05,1.9740027406624974e-05,0.014000000000000004,2020-11-06,128,24257,224,0.01,0.0407979495347056,0.00046127272700380426,0.0407979495347056,0.00046127272700380426,0.20198502304553573,0.021477260695996692,0.8936690435153956,0.040336676807701796,0.0009995003330835331,0.044642857142857144,0.03125,1.0
2020-11-13,2019-05-10,0.0762488569168328,0.0008717464705009289,0.004999999999999999,1.1117102413167587e-05,3.131194935925092e-05,0.014000000000000002,2020-11-09,129,24439,203,0.01,0.04169776301079042,0.0004908598894909073,0.04169776301079042,0.0004908598894909073,0.2042003012015174,0.022155358031205618,0.8915018347140372,0.041206903121299515,0.0009995003330835334,0.059113300492610835,0.024630541871921183,1.0
2020-11-16,2019-05-10,0.07086711757209,0.0008431513782464226,0.004999999999999999,,,,2020-11-11,130,24663,107,1.0,0.07086711757209,0.0008431513782464226,0.07086711757209,0.0008431513782464226,0.26620878567787726,0.029037069036774745,0.8909237012488735,0.07002396619384357,0.0008995952428360928,0.0,0.0,1.0
2020-11-18,2019-05-10,0.07349779762559853,0.0008096247725937103,0.005,9.947153720564084e-06,2.1403329669936462e-05,0.014000000000000002,2020-11-13,131,24866,209,100.0,0.041149078757594826,0.0004626564819286998,0.041149078757594826,0.0004626564819286998,0.20285235704224594,0.021509450990871426,0.8939649935327502,0.04068642227566613,0.0008995952428360929,0.05263157894736842,0.019138755980861243,1.0
2020-11-20,2019-05-10,0.07385429864979934,0.00084057133816583,0.004999999999999999,1.0799313705186725e-05,2.2315004894985485e-05,0.014000000000000004,2020-11-16,132,24973,208,100.0,0.03764258262921471,0.0004393110208887813,0.03764258262921471,0.0004393110208887813,0.19401696479744937,0.020959747634186374,0.8919695107277448,0.03720327160832593,0.0006997551142733422,0.009615384615384616,0.0,1.0
