evaluated_session,train_start,baseline_loss_AAPL,model_loss_AAPL,q_effective_AAPL,baseline_loss_SPY,model_loss_SPY,q_effective_SPY,train_end,train_sessions,train_rows,evaluation_rows,alpha,baseline_loss,model_loss,baseline_mse,model_mse,baseline_rmse,model_rmse,rho,d,r_effective,model_within_spread,baseline_within_spread,learned_coverage
2020-10-23,2019-05-10,0.062624780776265,0.0003375464094408488,0.006868250539956802,3.416362806770983e-05,2.8546145762908712e-06,0.016485351556832367,2020-10-19,120,22383,247,0.01,0.033736803630943175,0.00018307327334951437,0.033736803630943175,0.00018307327334951437,0.18367581122984913,0.013530457248353226,0.9263351164328252,0.03355373035759366,0.0008995952428360928,0.08097165991902834,0.008097165991902834,1.0
2020-10-26,2019-05-10,0.054287520407789655,0.00022742814489204439,0.006910639777468705,7.278925447477777e-05,1.793694004543905e-05,0.0164295708253803,2020-10-21,121,22627,258,0.01,0.02907136638299204,0.0001299903751959489,0.02907136638299204,0.0001299903751959489,0.17050327381898578,0.011401332167599929,0.9331313005772305,0.02894137600779609,0.0009995003330835331,0.046511627906976744,0.023255813953488372,1.0
2020-10-28,2019-05-10,0.06326526299691053,0.00020831472837959164,0.0068181818181818205,0.00016885148096611448,7.734984897511469e-05,0.01679680976878955,2020-10-23,122,22874,223,0.01,0.02874614997025036,0.0001366657809027029,0.02874614997025036,0.0001366657809027029,0.16954689607966983,0.011690414060361715,0.9310490824033227,0.02860948418934766,0.0009995003330835334,0.11659192825112108,0.04035874439461883,1.0
2020-10-30,2019-05-10,0.05966217407350439,0.00030899178476143335,0.00689386056191467,0.0001309919336518006,4.621490241495415e-05,0.017216246439178125,2020-10-26,123,23132,221,0.01,0.028415037746703935,0.0001710636474211999,0.028415037746703935,0.0001710636474211999,0.16856760586394984,0.013079130224185396,0.9224101798376284,0.028243974099282736,0.0008995952428360927,0.04072398190045249,0.027149321266968326,1.0
2020-11-02,2019-05-10,0.05586196291063265,0.0002952111340908118,0.0073029579276134475,7.893352277416049e-05,2.0452499769536875e-05,0.017397614381086543,2020-10-28,124,23355,237,0.01,0.025499048180532453,0.0001456589660425229,0.025499048180532453,0.0001456589660425229,0.15968421393654555,0.012068925637459321,0.9244200454137864,0.02535338921448993,0.0008995952428360929,0.14345991561181434,0.046413502109704644,1.0
2020-11-04,2019-05-10,0.06249258061762882,0.0005095299722387618,0.007198478812024627,2.764345839445572e-05,3.887952318010078e-06,0.016906279201261785,2020-10-30,125,23576,222,0.01,0.030134617674782187,0.0002475982952527868,0.030134617674782187,0.0002475982952527868,0.1735932535405169,0.015735256440642675,0.9093555992544949,0.029887019379529402,0.0009995003330835331,0.07207207207207207,0.06756756756756757,1.0
2020-11-06,2019-05-10,0.06319507680273799,0.0006500771179763359,0.006678988490296563,1.4844614153044749e-05,6.79809088705105e-06,0.016220354613978978,2020-11-02,126,23813,222,0.01,0.032174151989423756,0.0003342329109820474,0.032174151989423756,0.0003342329109820474,0.17937154732404959,0.018282037932956144,0.8980772691895882,0.031839919078441706,0.0009995003330835331,0.04054054054054054,0.036036036036036036,1.0
2020-11-09,2019-05-10,0.04935791331781415,0.0004180019780727578,0.006803437526329095,1.3701649470641296e-05,6.843147485241628e-06,0.016224060429517934,2020-11-04,127,24035,182,0.01,0.01899224459883353,0.00016498115924967093,0.01899224459883353,0.00016498115924967093,0.13781235285283222,0.012844499182516652,0.9067971853275512,0.01882726343958386,0.0009995003330835331,0.2032967032967033,0.04395604395604396,1.0
2020-11-11,2019-05-10,0.07676157357488987,0.0008484167716348048,0.006963007674398551,1.226925526874067e-05,1.1781581343802703e-05,0.016046257485029938,2020-11-06,128,24257,224,0.01,0.04078533717506748,0.00045624402618589754,0.04078533717506748,0.00045624402618589754,0.2019537996054233,0.02135986952642496,0.894233881372087,0.040329093148881584,0.0009995003330835331,0.05357142857142857,0.03125,1.0
2020-11-13,2019-05-10,0.07622944053727855,0.0008655573252910274,0.006773760590554482,1.1474751285650039e-05,1.690706583893018e-05,0.01608396421392372,2020-11-09,129,24439,203,0.01,0.04168730825988275,0.00048094735549007695,0.04168730825988275,0.00048094735549007695,0.20417470034233612,0.021930511975101652,0.8925894739243836,0.04120636090439267,0.0009995003330835334,0.019704433497536946,0.019704433497536946,1.0
2020-11-16,2019-05-10,0.07084633642986678,0.0008398137581994629,0.006770920677511319,,,,2020-11-11,130,24663,107,0.01,0.07084633642986678,0.0008398137581994629,0.07084633642986678,0.0008398137581994629,0.2661697511549101,0.02897954033796021,0.891123840285314,0.07000652267166732,0.0008995952428360928,0.0,0.0,1.0
2020-11-18,2019-05-10,0.07347966838206352,0.0008038159678131602,0.0067635480358489,1.0161345027589717e-05,1.1274107540467548e-05,0.01575347179856913,2020-11-13,131,24866,209,0.01,0.04113902413609554,0.00045494586664049163,0.04113902413609554,0.00045494586664049163,0.20282757242568264,0.021329460064438848,0.894839445104269,0.04068407826945505,0.0008995952428360929,0.05741626794258373,0.014354066985645933,1.0
