evaluated_session,train_start,baseline_loss_AAPL,model_loss_AAPL,q_effective_AAPL,train_end,train_sessions,train_rows,evaluation_rows,alpha,baseline_loss,model_loss,baseline_mse,model_mse,baseline_rmse,model_rmse,rho,d,r_effective,model_within_spread,baseline_within_spread,learned_coverage,baseline_loss_SPY,model_loss_SPY,q_effective_SPY
2020-11-16,2020-01-08,7.377423700914242e-07,1.4196879080593555e-06,0.006770920677511319,2020-11-11,120,11060,98,100.0,7.377423700914242e-07,1.4196879080593555e-06,7.377423700914242e-07,1.4196879080593555e-06,0.0008589193035969236,0.0011915065707159803,-0.3872159651392981,-6.819455379679313e-07,0.0008995952428360928,0.23469387755102042,0.3673469387755102,1.0,,,
2020-11-18,2020-01-08,4.632687941068846e-07,1.3944917896135343e-06,0.006763548035848898,2020-11-13,121,11168,82,100.0,3.6073783550357826e-07,9.323091184261926e-07,3.6073783550357826e-07,9.323091184261926e-07,0.0006006145481950785,0.0009655615560005444,-0.6076226573301915,-5.715712829226143e-07,0.0008995952428360928,0.4024390243902439,0.5,1.0,2.530803289701067e-07,4.470173136794838e-07,0.01575347179856913
2020-11-20,2020-01-08,3.678195447813496e-07,1.5836266107726916e-06,0.006806304787592717,2020-11-16,122,11266,145,100.0,1.0742419195430707e-06,2.219712782535525e-06,1.0742419195430707e-06,2.219712782535525e-06,0.0010364564243339276,0.0014898700555872398,-0.4374652137881201,-1.1454708629924542e-06,0.0006997551142733421,0.13793103448275862,0.3310344827586207,1.0,2.9286006532925884e-06,3.8894389834129625e-06,0.015878520319749567
2020-11-23,2020-01-08,8.40939203326205e-07,9.252320958230559e-07,0.0068817112664053175,2020-11-18,123,11348,144,100.0,1.5327678803363186e-06,1.451562270508485e-06,1.5327678803363186e-06,1.451562270508485e-06,0.001238050031435046,0.001204807980762281,0.0268503290082982,8.120560982783355e-08,0.0006997551142733421,0.2013888888888889,0.2847222222222222,1.0,3.3953835492097013e-06,2.868605048507717e-06,0.015988002701713893
2020-11-25,2020-01-08,1.5913675928631456e-07,2.768840251474989e-07,0.007011374489884519,2020-11-20,124,11493,80,100.0,1.5637577470115873e-07,4.5411990891756377e-07,1.5637577470115873e-07,4.5411990891756377e-07,0.00039544376932903964,0.000673884195479879,-0.7041214143373073,-2.9774413421640504e-07,0.000899595242836093,0.375,0.525,1.0,1.5347320116291792e-07,6.404448123681446e-07,0.015640705357634493
2020-11-27,2020-01-08,2.856103443926308e-07,6.769111270981561e-07,0.006959407049900885,2020-11-23,125,11638,140,100.0,2.5810709462752237e-07,6.028743051433474e-07,2.5810709462752237e-07,6.028743051433474e-07,0.0005080424142013365,0.0007764498085152364,-0.5283169019182135,-3.44767210515825e-07,0.0008995952428360928,0.32857142857142857,0.42142857142857143,1.0,1.8428258210012597e-07,4.0414388831728175e-07,0.01566485689075167
2020-11-30,2020-01-08,1.78470200170437e-05,1.389697987203622e-05,0.006925979929668066,2020-11-25,126,11718,67,100.0,8.608752503006025e-06,6.952597684671624e-06,8.608752503006025e-06,6.952597684671624e-06,0.0029340675696046987,0.0026367778982446786,0.10132338956327225,1.6561548183344007e-06,0.000899595242836093,0.23880597014925373,0.26865671641791045,1.0,1.118265329461965e-06,1.3220175327543848e-06,0.015621351774960815
2020-12-02,2020-01-08,6.06845563728703e-06,6.57721846935408e-06,0.006580019556714471,2020-11-27,127,11859,88,100.0,3.965409585004032e-06,4.006887868087908e-06,3.965409585004032e-06,4.006887868087908e-06,0.0019913336197141937,0.0020017212263669253,-0.005216407009802193,-4.147828308387536e-08,0.0008995952428360929,0.056818181818181816,0.14772727272727273,1.0,1.3231209552125752e-06,7.774981382919465e-07,0.015521056226435717
2020-12-04,2020-01-08,2.7205617758274447e-06,4.487016627295896e-06,0.006568244672197819,2020-11-30,128,11926,66,0.01,2.7205617758274447e-06,4.487016627295896e-06,2.7205617758274447e-06,4.487016627295896e-06,0.0016494125547683468,0.0021182579227506495,-0.2842499086277115,-1.7664548514684517e-06,0.0007996801705643322,0.16666666666666666,0.21212121212121213,1.0,,,
2020-12-07,2020-01-08,1.1142633861890987e-06,1.2475713051968114e-06,0.006605316973415134,2020-12-02,129,12014,123,0.01,9.74199096179815e-07,1.0555269782081968e-06,9.74199096179815e-07,1.0555269782081968e-06,0.000987015246173946,0.0010273884261603286,-0.04090431241349579,-8.132788202838184e-08,0.0008995952428360928,0.5772357723577236,0.4715447154471545,1.0,5.922055779726776e-07,5.317697227847015e-07,0.01536032715965932
2020-12-09,2020-01-08,8.801088616211809e-06,8.301935565581687e-06,0.006492201318539958,2020-12-04,130,12080,56,0.01,3.4746353156795212e-06,3.472581116952576e-06,3.4746353156795212e-06,3.472581116952576e-06,0.001864037369711112,0.001863486280323141,0.00029564288620265167,2.0541987269453044e-09,0.0008995952428360929,0.5714285714285714,0.7321428571428571,1.0,2.8106709452747377e-08,3.477047090160923e-07,0.015347048653321446
2020-12-11,2020-01-08,8.960853010200138e-07,1.2757132551217187e-06,0.006552255761116521,2020-12-07,131,12203,71,0.01,8.960853010200138e-07,1.2757132551217187e-06,8.960853010200138e-07,1.2757132551217187e-06,0.0009466178220485889,0.0011294747695817374,-0.19316871420973802,-3.7962795410170484e-07,0.0007996801705643321,0.49295774647887325,0.49295774647887325,1.0,,,
2020-12-18,2020-01-08,1.2661745161348959e-06,1.3705263584592646e-06,0.0062742812742812735,2020-12-09,132,12259,129,100.0,3.067405035618117e-06,3.030329168458589e-06,3.067405035618117e-06,3.030329168458589e-06,0.0017514008780453768,0.0017407840671543927,0.006061896521847632,3.707586715952791e-08,0.0007996801705643321,0.4186046511627907,0.3488372093023256,1.0,9.278544757974051e-06,8.753787133973502e-06,0.015261704814098432
2020-12-21,2020-01-08,1.7336630851338999e-06,2.4448604189804316e-06,0.0063755872251391585,2020-12-11,133,12330,138,0.01,2.2671566513699705e-06,2.452386961631666e-06,2.2671566513699705e-06,2.452386961631666e-06,0.0015057080232800683,0.0015660098855472355,-0.04004884169761169,-1.8523031026169547e-07,0.0007996801705643322,0.3333333333333333,0.2753623188405797,1.0,3.8990193245626565e-06,2.4754093273883817e-06,0.015415312313776477
2020-12-23,2020-01-08,2.154434977360916e-06,5.118257050964425e-07,0.006122990597512892,2020-12-18,134,12459,64,0.01,2.4152229116047963e-06,2.506739493902762e-06,2.4152229116047963e-06,2.506739493902762e-06,0.0015540987457702926,0.0015832686107867995,-0.018769634230705767,-9.151658229796555e-08,0.0008995952428360929,0.25,0.15625,1.0,2.64532991240822e-06,4.266957542849513e-06,0.015496745997168064
2020-12-28,2020-01-08,1.3082507621481936e-06,6.438143022059913e-07,0.006118814882170188,2020-12-21,135,12597,140,0.01,1.1533761511168544e-06,6.939709259529984e-07,1.1533761511168544e-06,6.939709259529984e-07,0.0010739535144115198,0.0008330491737904782,0.22431542649501623,4.59405225163856e-07,0.0008995952428360928,0.35,0.22857142857142856,1.0,6.30674338886085e-07,8.632495310991472e-07,0.015422831978319783
2020-12-30,2020-01-08,2.236362021545837e-06,1.5382400610844772e-06,0.005987246978571956,2020-12-23,136,12661,59,0.01,1.4930004547281835e-06,1.0132400784662264e-06,1.4930004547281835e-06,1.0132400784662264e-06,0.0012218839776051503,0.0010065982706453586,0.17619161140139028,4.797603762619571e-07,0.0009995003330835331,0.2711864406779661,0.23728813559322035,1.0,7.744176068044519e-07,5.057400952685842e-07,0.015320694018198463
2021-01-04,2020-01-08,7.728634604243652e-06,6.7792926694665415e-06,0.006085613083126086,2020-12-28,137,12801,106,100.0,6.477457067660691e-06,5.466342905450467e-06,6.477457067660691e-06,5.466342905450467e-06,0.0025450848841759074,0.0023380211516259787,0.08135828153997915,1.0111141622102241e-06,0.0008995952428360928,0.4056603773584906,0.39622641509433965,1.0,3.3078073083171886e-06,2.140203503276413e-06,0.015221528297849573
2021-01-06,2020-01-08,4.979021946375062e-06,6.885353382432616e-06,0.0061636516296465944,2020-12-30,138,12861,61,0.01,2.8889056679982414e-06,3.877672853646028e-06,2.8889056679982414e-06,3.877672853646028e-06,0.0016996781071715436,0.0019691807569763697,-0.15856099379505983,-9.887671856477863e-07,0.000899595242836093,0.09836065573770492,0.11475409836065574,1.0,9.947377907192492e-07,1.1519623744331814e-06,0.015326057684539358
