evaluated_session,train_start,baseline_loss_AAPL,model_loss_AAPL,q_effective_AAPL,train_end,train_sessions,train_rows,evaluation_rows,alpha,baseline_loss,model_loss,baseline_mse,model_mse,baseline_rmse,model_rmse,rho,d,r_effective,model_within_spread,baseline_within_spread,learned_coverage,baseline_loss_SPY,model_loss_SPY,q_effective_SPY
2022-08-29,2020-10-23,6.71284117716725e-06,3.4200691117793393e-06,0.005500550055005502,2022-08-24,250,23508,144,100.0,8.305882034968842e-06,3.970490011689862e-06,8.305882034968842e-06,3.970490011689862e-06,0.0028819927194510472,0.0019926088456317416,0.30860031943061694,4.33539202327898e-06,0.0284902703996275,0.2847222222222222,0.125,1.0,1.2447788265252979e-05,5.401584351457221e-06,0.014821810466063016
2022-08-31,2020-10-26,1.1039770065823876e-05,6.520699556418379e-06,0.005663583160279403,2022-08-26,250,23480,76,100.0,1.0809955854978789e-05,5.1904813141932915e-06,1.0809955854978789e-05,5.1904813141932915e-06,0.003287849731204087,0.00227826278427079,0.3070660247491186,5.619474540785497e-06,0.02926749768056809,0.11842105263157894,0.02631578947368421,1.0,1.060312306521821e-05,3.993284896190711e-06,0.015086080208934986
2022-09-02,2020-10-28,6.537961127174082e-06,3.896508890586665e-06,0.0056976449734109915,2022-08-29,250,23448,155,0.01,7.1985575919068165e-06,3.925292023897766e-06,7.1985575919068165e-06,3.925292023897766e-06,0.0026830127826581104,0.0019812349744282643,0.26156334877189136,3.2732655680090507e-06,0.029267497680568088,0.1935483870967742,0.07096774193548387,1.0,8.919180941908358e-06,4.000262045545283e-06,0.015154200090812777
2022-09-07,2020-10-30,9.989189909155271e-06,4.727197518036492e-06,0.005824111822947001,2022-08-31,250,23442,75,0.01,1.060834702820262e-05,6.752885076119557e-06,1.060834702820262e-05,6.752885076119557e-06,0.0032570457516287086,0.0025986313851948215,0.2021507883653898,3.855461952083062e-06,0.029947076367952116,0.08,0.09333333333333334,1.0,1.121121053885399e-05,8.725265066884647e-06,0.015373702528406185
2022-09-09,2020-11-02,3.104291751813077e-06,2.017827360764457e-06,0.005826751262462773,2022-09-02,250,23498,81,100.0,3.104291751813077e-06,2.017827360764457e-06,3.104291751813077e-06,2.017827360764457e-06,0.00176190004024436,0.0014205025029067908,0.19376668910809514,1.08646439104862e-06,0.030141156911986846,0.2839506172839506,0.12345679012345678,1.0,,,
2022-09-12,2020-11-04,9.84860513398673e-06,2.2741729763095647e-06,0.005719006163817753,2022-09-07,250,23424,151,100.0,9.540386357432314e-06,3.03977503775984e-06,9.540386357432314e-06,3.03977503775984e-06,0.0030887515855815137,0.0017434950638759606,0.43553406107027026,6.500611319672474e-06,0.03033519979607295,0.271523178807947,0.17218543046357615,1.0,8.59073931615654e-06,5.398657064930956e-06,0.014774786030496798
2022-09-16,2020-11-06,3.48583385922868e-05,2.474874613685377e-05,0.005906674542232722,2022-09-09,250,23425,159,100.0,3.098920563694935e-05,1.887132376752979e-05,3.098920563694935e-05,1.887132376752979e-05,0.005566794916013105,0.004344113691828264,0.21963827348260123,1.2117881869419556e-05,0.03169244673248972,0.11320754716981132,0.012578616352201259,1.0,2.0876699049135548e-05,3.509878938614859e-06,0.015398923408182092
2022-09-19,2020-11-09,2.0591968412620978e-05,1.016386012666124e-05,0.0059721300597213025,2022-09-12,250,23462,114,1.0,2.0591968412620978e-05,1.016386012666124e-05,2.0591968412620978e-05,1.016386012666124e-05,0.004537837415842592,0.003188080947319443,0.2974448718261371,1.0428108285959739e-05,0.03149866705937099,0.2982456140350877,0.17543859649122806,1.0,,,
2022-09-21,2020-11-11,7.28086788598468e-05,4.146482347848212e-05,0.005736137667304016,2022-09-16,250,23513,85,0.01,4.862392934958019e-05,2.199186315546795e-05,4.862392934958019e-05,2.199186315546795e-05,0.006973086070713611,0.004689548289064518,0.32747878894536586,2.6632066194112236e-05,0.0329511001396859,0.1411764705882353,0.03529411764705882,1.0,2.9070302085960374e-05,6.247767575158625e-06,0.016078807050430882
2022-09-23,2020-11-13,4.355689302112297e-05,2.71907249484941e-05,0.00589236611234778,2022-09-19,250,23582,169,0.01,4.413221765520634e-05,2.300501993467635e-05,4.413221765520634e-05,2.300501993467635e-05,0.006643208385652699,0.004796354859127538,0.27800626132905903,2.112719772052999e-05,0.03237038003045072,0.13609467455621302,0.08284023668639054,1.0,4.5625613513890804e-05,1.2139998409447309e-05,0.016502883330661102
2022-09-26,2020-11-16,5.852050457711438e-05,4.1632302714297975e-05,0.005982849165724919,2022-09-21,250,23559,164,0.01,5.754490015187615e-05,3.688495225656333e-05,5.754490015187615e-05,3.688495225656333e-05,0.007585835494648968,0.006073298301299166,0.19938966438393535,2.065994789531282e-05,0.03188618886232175,0.0975609756097561,0.036585365853658534,1.0,5.5255216296725185e-05,2.5743211386369794e-05,0.016784098382932464
