evaluated_session,train_start,baseline_loss_AAPL,model_loss_AAPL,q_effective_AAPL,train_end,train_sessions,train_rows,evaluation_rows,alpha,baseline_loss,model_loss,baseline_mse,model_mse,baseline_rmse,model_rmse,rho,d,r_effective,model_within_spread,baseline_within_spread,learned_coverage,baseline_loss_SPY,model_loss_SPY,q_effective_SPY
2020-11-16,2020-01-08,1.3298195785683598e-06,1.3298195785683598e-06,0.006770920677511319,2020-11-11,120,11060,37,,1.3298195785683598e-06,1.3298195785683598e-06,1.3298195785683598e-06,1.3298195785683598e-06,0.001153178034203028,0.001153178034203028,0.0,0.0,0.0008995952428360932,0.2972972972972973,0.2972972972972973,0.0,,,
2020-11-18,2020-01-08,4.644660364849287e-07,4.644660364849287e-07,0.006763548035848897,2020-11-13,121,11168,36,,4.87387410183469e-07,4.87387410183469e-07,4.87387410183469e-07,4.87387410183469e-07,0.0006981313702903409,0.0006981313702903409,0.0,0.0,0.0008995952428360932,0.5833333333333334,0.5833333333333334,0.0,6.019942786761695e-07,6.019942786761695e-07,0.01575347179856913
2020-11-20,2020-01-08,2.953799669986999e-07,2.953799669986999e-07,0.006806304787592718,2020-11-16,122,11266,88,,6.707756602965486e-07,6.707756602965486e-07,6.707756602965486e-07,6.707756602965486e-07,0.0008190089500710896,0.0008190089500710896,0.0,0.0,0.0006997551142733422,0.4318181818181818,0.4318181818181818,0.0,5.0146401113145115e-06,5.0146401113145115e-06,0.015878520319749567
2020-11-23,2020-01-08,7.765647647878458e-07,7.765647647878458e-07,0.0068817112664053175,2020-11-18,123,11348,62,,1.18679969727812e-06,1.18679969727812e-06,1.18679969727812e-06,1.18679969727812e-06,0.0010894033675724157,0.0010894033675724157,0.0,0.0,0.0006997551142733422,0.43548387096774194,0.43548387096774194,0.0,5.863477927667241e-06,5.863477927667241e-06,0.0159880027017139
2020-11-25,2020-01-08,1.15561979061318e-07,1.15561979061318e-07,0.0070113744898845165,2020-11-20,124,11493,34,,1.214754870973583e-07,1.214754870973583e-07,1.214754870973583e-07,1.214754870973583e-07,0.0003485333371391585,0.0003485333371391585,0.0,0.0,0.0008995952428360931,0.6764705882352942,0.6764705882352942,0.0,1.6582679736766076e-07,1.6582679736766076e-07,0.01564070535763449
2020-11-27,2020-01-08,3.622468738345849e-07,3.622468738345849e-07,0.006959407049900888,2020-11-23,125,11638,74,,3.650719534464532e-07,3.650719534464532e-07,3.650719534464532e-07,3.650719534464532e-07,0.0006042118448412387,0.0006042118448412387,0.0,0.0,0.0008995952428360928,0.40540540540540543,0.40540540540540543,0.0,3.9708952238096125e-07,3.9708952238096125e-07,0.015664856890751668
2020-11-30,2020-01-08,1.5876439018056624e-05,1.5876439018056624e-05,0.006925979929668067,2020-11-25,126,11718,29,,1.3955674742700983e-05,1.3955674742700983e-05,1.3955674742700983e-05,1.3955674742700983e-05,0.0037357294793254215,0.0037357294793254215,0.0,0.0,0.0008995952428360934,0.3448275862068966,0.3448275862068966,0.0,1.9508980217282325e-06,1.9508980217282325e-06,0.015621351774960815
2020-12-02,2020-01-08,3.951809546471092e-06,3.951809546471092e-06,0.006580019556714472,2020-11-27,127,11859,34,,3.6632651090778344e-06,3.6632651090778344e-06,3.6632651090778344e-06,3.6632651090778344e-06,0.0019139658066637017,0.0019139658066637017,0.0,0.0,0.0008995952428360931,0.17647058823529413,0.17647058823529413,0.0,1.4991818286283906e-06,1.4991818286283906e-06,0.015521056226435714
2020-12-04,2020-01-08,4.870540302571499e-07,4.870540302571499e-07,0.006568244672197821,2020-11-30,128,11926,25,,4.870540302571499e-07,4.870540302571499e-07,4.870540302571499e-07,4.870540302571499e-07,0.0006978925635491109,0.0006978925635491109,0.0,0.0,0.0007996801705643321,0.48,0.48,0.0,,,
2020-12-07,2020-01-08,1.2717788080572728e-06,1.2717788080572728e-06,0.006605316973415132,2020-12-02,129,12014,49,,9.467148161681407e-07,9.467148161681407e-07,9.467148161681407e-07,9.467148161681407e-07,0.0009729927112615699,0.0009729927112615699,0.0,0.0,0.000899595242836093,0.5714285714285714,0.5714285714285714,0.0,5.792511731630351e-07,5.792511731630351e-07,0.015360327159659312
2020-12-09,2020-01-08,7.4313384922031725e-06,7.4313384922031725e-06,0.006492201318539959,2020-12-04,130,12080,20,,4.090573733004781e-06,4.090573733004781e-06,4.090573733004781e-06,4.090573733004781e-06,0.0020225166829978885,0.0020225166829978885,0.0,0.0,0.0008995952428360931,0.85,0.85,0.0,7.416805095638084e-09,7.416805095638084e-09,0.015347048653321446
