evaluated_session,train_start,baseline_loss_AAPL,model_loss_AAPL,baseline_loss_SPY,model_loss_SPY,train_end,train_sessions,train_rows,evaluation_rows,alpha,baseline_loss,model_loss,baseline_rmse,model_rmse,model_within_spread,baseline_within_spread,learned_coverage
2020-11-23,2019-05-10,0.0635330931517872,0.0006543526238950842,1.4537211563007462e-05,1.7284787516742602e-05,2020-11-18,133,26500,226,0.01,0.03346014852522088,0.0003527320110964889,0.182921153848375,0.01878116106891395,0.048672566371681415,0.05752212389380531,1.0
2020-11-25,2019-05-10,0.00012176242453380239,1.2942457400313701e-05,1.4579501537692952e-05,2.0911688531016117e-05,2020-11-20,134,26714,223,0.01,6.745000167030297e-05,1.6980677659369185e-05,0.008212794997459938,0.004120761781439105,0.14349775784753363,0.1031390134529148,1.0
2020-11-27,2019-05-10,9.800268451152e-05,1.2182770213274813e-05,1.6962477055071364e-05,2.240800370543167e-05,2020-11-23,135,26940,211,1.0,5.844277281477019e-05,1.7174234903758966e-05,0.007644787296895199,0.004144180848341318,0.07582938388625593,0.061611374407582936,1.0
2020-11-30,2019-05-10,4.825561640286653e-05,1.442492269822572e-05,1.0768274230738846e-05,1.7337008938283297e-05,2020-11-25,136,27163,165,100.0,2.2128074888959355e-05,1.6454558562508273e-05,0.004704048776209634,0.0040564218915823185,0.2727272727272727,0.19393939393939394,1.0
2020-12-02,2019-05-10,2.949726632400943e-05,6.637917683148939e-06,1.06892140096126e-05,1.5928227996179642e-05,2020-11-27,137,27374,223,100.0,2.005106964592672e-05,1.1303903131845974e-05,0.004477842074696999,0.003362127768518914,0.13901345291479822,0.1210762331838565,1.0
2020-12-04,2019-05-10,2.6304845954918584e-05,9.267456426911775e-06,2.5453758766238972e-05,2.982653130392553e-05,2020-11-30,138,27539,185,1.0,2.58770021249337e-05,1.9602558932653825e-05,0.005086944281681656,0.004427477716787948,0.15675675675675677,0.07567567567567568,1.0
2020-12-07,2019-05-10,1.737889767491847e-05,9.205215862554722e-06,1.8533732514518613e-05,2.4849826671932828e-05,2020-12-02,139,27762,195,1.0,1.7941509519851874e-05,1.682694933379021e-05,0.0042357419090227715,0.004102066471156972,0.17435897435897435,0.14358974358974358,1.0
2020-12-09,2019-05-10,9.618678395215805e-06,9.41725710005254e-06,1.546996730151312e-05,1.782944627896854e-05,2020-12-04,140,27947,196,100.0,1.2604029878020558e-05,1.3709190354601519e-05,0.00355021546923853,0.0037025923829935047,0.2193877551020408,0.2602040816326531,1.0
2020-12-11,2019-05-10,1.1669036465710613e-05,1.4303053867894071e-05,1.7723472406903688e-05,1.7418022278850156e-05,2020-12-07,141,28142,195,100.0,1.4680730241586143e-05,1.585255097488248e-05,0.0038315441066998227,0.003981526211753789,0.20512820512820512,0.23076923076923078,1.0
2020-12-16,2019-05-10,1.6584386544878167e-05,2.3617271179635335e-05,2.4559930982089305e-05,2.6815589974019843e-05,2020-12-09,142,28338,202,100.0,2.057215876348374e-05,2.521643057682759e-05,0.004535654171504232,0.005021596417159347,0.10891089108910891,0.10891089108910891,1.0
2020-12-18,2019-05-10,2.0709739459537887e-05,2.467396851569195e-05,1.329588090268426e-05,2.350105404934782e-05,2020-12-11,143,28533,208,100.0,1.7002810181111074e-05,2.4087511282519884e-05,0.004123446396051618,0.004907902941432306,0.25,0.16346153846153846,1.0
2020-12-21,2019-05-10,2.4888154703770275e-05,3.26579951281908e-05,1.385559189803427e-05,9.323158124437838e-06,2020-12-16,144,28735,234,1.0,1.8806100849326065e-05,1.979391831842955e-05,0.0043366001486563254,0.004449035661627084,0.27350427350427353,0.18803418803418803,1.0
2020-12-23,2019-05-10,1.941843298181416e-05,2.3751945999741412e-05,1.3179237315221326e-05,1.3771731354929577e-05,2020-12-18,145,28943,221,1.0,1.6397645939617633e-05,1.891989637533025e-05,0.00404940068894369,0.004349700722501521,0.13122171945701358,0.13122171945701358,1.0
2020-12-28,2019-05-10,1.8909769281765146e-05,2.2839068490561583e-05,7.0590856626951334e-06,1.5555301591209494e-05,2020-12-21,146,29177,237,1.0,1.3059431798933116e-05,1.9243284831387763e-05,0.003613783584960936,0.004386716862459642,0.25738396624472576,0.16033755274261605,1.0
2020-12-30,2019-05-10,2.3580097595839557e-05,2.8769062936183942e-05,1.0126975779617627e-05,1.296743560505973e-05,2020-12-23,147,29398,209,1.0,1.688572118968128e-05,2.09060522068207e-05,0.00410922391573899,0.004572313660152888,0.19138755980861244,0.18660287081339713,1.0
2021-01-04,2019-05-10,3.395196942143037e-05,3.6167213286618525e-05,1.8469709631688778e-05,4.981676904935658e-06,2020-12-28,148,29635,200,0.01,2.474002484653412e-05,1.761181913951722e-05,0.004973934543852997,0.00419664379469085,0.25,0.19,1.0
2021-01-06,2019-05-10,3.741510994055188e-05,4.002288413292362e-05,1.2571605885376164e-05,9.000047657263496e-06,2020-12-30,149,29844,237,0.01,2.536024510365227e-05,2.49696090497974e-05,0.005035895660520804,0.0049969599808080715,0.3037974683544304,0.16877637130801687,1.0
2021-01-08,2019-05-10,4.332831849612065e-05,4.0873879560116275e-05,7.731127794893335e-06,1.5259586451133977e-05,2021-01-04,150,30044,221,0.01,2.6415626081510387e-05,2.8704192788880344e-05,0.005139613417515989,0.005357629400106015,0.25339366515837103,0.15384615384615385,1.0
2021-01-11,2019-05-10,6.63894057987251e-05,5.838552494988325e-05,1.1611398542791272e-05,8.596539061338577e-06,2021-01-06,151,30281,251,0.01,4.151015150718543e-05,3.5772200681779295e-05,0.006442837224948759,0.005980986597692666,0.2151394422310757,0.13545816733067728,1.0
2021-01-13,2019-05-10,6.593279203336183e-05,5.7742688444319134e-05,1.7167044315053583e-05,1.3556536256190885e-05,2021-01-08,152,30502,263,0.01,4.368226075504628e-05,3.758170645734047e-05,0.0066092556884301485,0.00613039203129298,0.1444866920152091,0.09125475285171103,1.0
2021-01-15,2019-05-10,7.27332427123525e-05,6.144948105513549e-05,4.004516480826629e-05,1.501102106048319e-05,2021-01-11,153,30753,245,0.01,5.872406646774413e-05,4.154728391457022e-05,0.007663162954534122,0.0064457182621155745,0.08163265306122448,0.036734693877551024,1.0
2021-01-20,2019-05-10,6.216117828965756e-05,5.2670779588008686e-05,1.5519708597887003e-05,1.4431877368448234e-05,2021-01-13,154,31016,247,1.0,4.120084170752586e-05,3.548649559460298e-05,0.006418788180609005,0.0059570542715844865,0.11740890688259109,0.03643724696356275,1.0
2021-01-22,2019-05-10,7.91161511017232e-05,7.602846901699801e-05,1.5090536887723408e-05,1.315236505537371e-05,2021-01-15,155,31261,247,1.0,4.930665460532653e-05,4.675416960166686e-05,0.007021869737137434,0.006837702070262118,0.1700404858299595,0.12550607287449392,1.0
2021-01-25,2019-05-10,0.00014159701683837475,0.00013674843178171397,1.890244562177907e-05,1.1242750962932269e-05,2021-01-20,156,31508,236,1.0,8.544865373925468e-05,7.931362869515287e-05,0.009243844099683566,0.008905819933905742,0.11864406779661017,0.038135593220338986,1.0
2021-01-27,2019-05-10,0.0002099404332059314,0.00020757662582902874,0.00017009069349762946,6.178643633970762e-05,2021-01-22,157,31755,187,1.0,0.00018713871048513833,0.00012415657088059363,0.01367986514864596,0.011142556747918928,0.21390374331550802,0.1711229946524064,1.0
2021-01-29,2019-05-10,0.00014415991210714078,9.986616237896449e-05,9.048258211227148e-05,1.8934570011422817e-05,2021-01-25,158,31991,270,0.01,0.00011851407666514768,6.119884602558346e-05,0.010886417071982301,0.007822969131064205,0.14814814814814814,0.05555555555555555,1.0
2021-02-01,2019-05-10,4.2392574482173383e-05,2.6727961187980926e-05,6.292539104012218e-05,1.1199116344623748e-05,2021-01-27,159,32178,244,0.01,5.190162477335458e-05,1.9536324026917972e-05,0.007204278227092189,0.004419991405751596,0.09016393442622951,0.040983606557377046,1.0
2021-02-03,2019-05-10,1.990310770051897e-05,8.669942877073787e-06,2.5342998839072846e-05,1.2361641262746624e-05,2021-01-29,160,32448,230,0.01,2.2339232862567e-05,1.032318171935336e-05,0.004726439766099533,0.0032129708556651055,0.06086956521739131,0.04782608695652174,1.0
2021-02-05,2019-05-10,1.193999127195419e-05,8.65355899006934e-06,1.5224681444275428e-05,1.277056724303196e-05,2021-02-01,161,32692,243,0.01,1.3562060492853567e-05,1.0686649485359522e-05,0.0036826702938022524,0.003269044124107156,0.18518518518518517,0.13168724279835392,1.0
2021-02-08,2019-05-10,7.9734635743887e-06,8.216231191508146e-06,1.8254712086410638e-05,1.5936729999480757e-05,2021-02-03,162,32922,213,0.01,1.2510728175938286e-05,1.1623399679533619e-05,0.0035370507737291935,0.0034093107337896935,0.11267605633802817,0.09859154929577464,1.0
