evaluated_session,train_start,baseline_loss_AAPL,model_loss_AAPL,q_effective_AAPL,baseline_loss_SPY,model_loss_SPY,q_effective_SPY,train_end,train_sessions,train_rows,evaluation_rows,alpha,baseline_loss,model_loss,baseline_mse,model_mse,baseline_rmse,model_rmse,rho,d,r_effective,model_within_spread,baseline_within_spread,learned_coverage
2020-10-23,2019-05-10,0.06223166561838462,0.0003493599011277072,0.006868250539956802,4.207283695531768e-05,9.318960949908764e-06,0.016485351556832367,2020-10-19,120,22383,247,1.0,0.03352877664234032,0.00019241792873795412,0.03352877664234032,0.00019241792873795412,0.18310864709876573,0.013871478967217379,0.9242445444985712,0.03333635871360237,0.039999999999999994,0.02834008097165992,0.0,1.0
2020-10-26,2019-05-10,0.05397833422920963,0.00023816317520145618,0.006910639777468705,6.984801718496198e-05,2.247954721695962e-05,0.0164295708253803,2020-10-21,121,22627,258,1.0,0.028904619711988853,0.00013784520869703916,0.028904619711988853,0.00013784520869703916,0.1700135868452544,0.011740749920556147,0.9309422844466982,0.028766774503291813,0.04,0.046511627906976744,0.031007751937984496,1.0
2020-10-28,2019-05-10,0.06285032637541206,0.00020304582141271674,0.0068181818181818205,0.00016147361765035038,8.528663271157226e-05,0.01679680976878955,2020-10-23,122,22874,223,100.0,0.028554182714215066,0.00013862151189908612,0.028554182714215066,0.00013862151189908612,0.16897982931171124,0.011773763710007353,0.9303244431127415,0.02841556120231598,0.039999999999999994,0.09417040358744394,0.004484304932735426,1.0
2020-10-30,2019-05-10,0.05936476941815295,0.00031046395090219306,0.00689386056191467,0.00011744425081776433,5.0958779252217037e-05,0.017216246439178125,2020-10-26,123,23132,221,100.0,0.02826662589140688,0.00017425309157460388,0.02826662589140688,0.00017425309157460388,0.1681268149088862,0.013200495883663003,0.9214848869240947,0.028092372799832274,0.04,0.03167420814479638,0.0,1.0
2020-11-02,2019-05-10,0.05556711808991551,0.0002994148626633348,0.0073029579276134475,7.879437200286747e-05,2.7046808509065993e-05,0.017397614381086543,2020-10-28,124,23355,237,100.0,0.025364612775102307,0.0001511638964780999,0.025364612775102307,0.0001511638964780999,0.1592627162116178,0.012294872771936272,0.9228013117922738,0.025213448878624208,0.04,0.05485232067510549,0.02531645569620253,1.0
2020-11-04,2019-05-10,0.06213253492857452,0.0005205002597754271,0.007198478812024627,2.6465249701892076e-05,5.428603283935943e-06,0.016906279201261785,2020-10-30,125,23576,222,0.01,0.029960471806635997,0.0002536838611424475,0.029960471806635997,0.0002536838611424475,0.17309093507932757,0.01592745620438014,0.9079821470888664,0.02970678794549355,0.039999999999999994,0.09009009009009009,0.07207207207207207,1.0
2020-11-06,2019-05-10,0.06281876873267403,0.0006497666047194734,0.006678988490296563,1.231901439888758e-05,6.007120186182113e-06,0.016220354613978978,2020-11-02,126,23813,222,0.01,0.03198136774487227,0.0003336864974486232,0.03198136774487227,0.0003336864974486232,0.17883335188066088,0.018267087820685136,0.8978541327521774,0.03164768124742365,0.039999999999999994,0.05405405405405406,0.009009009009009009,1.0
2020-11-09,2019-05-10,0.04905277965178247,0.00041006026393910073,0.006803437526329095,1.0358264406931401e-05,5.7133044278872095e-06,0.016224060429517934,2020-11-04,127,24035,182,100.0,0.018872828028782138,0.00016123136577835396,0.018872828028782138,0.00016123136577835396,0.13737841180033397,0.012697691356240864,0.9075714212310467,0.018711596663003784,0.039999999999999994,0.18681318681318682,0.07142857142857142,1.0
2020-11-11,2019-05-10,0.07625300889190813,0.0008217918152633474,0.006963007674398551,8.946424799068302e-06,9.409178652547555e-06,0.016046257485029938,2020-11-06,128,24257,224,0.01,0.040513604610450775,0.000440987454352035,0.040513604610450775,0.000440987454352035,0.20127991606330417,0.02099970129197163,0.8956691670848718,0.04007261715609874,0.039999999999999994,0.08928571428571429,0.044642857142857144,1.0
2020-11-13,2019-05-10,0.0756972092996862,0.00085131975786856,0.006773760590554482,1.575910263903873e-05,1.582437168495027e-05,0.01608396421392372,2020-11-09,129,24439,203,100.0,0.041398226944374186,0.00047267160255382056,0.041398226944374186,0.00047267160255382056,0.2034655424006094,0.02174101199470302,0.8931464672681702,0.040925555341820366,0.039999999999999994,0.04926108374384237,0.019704433497536946,1.0
2020-11-16,2019-05-10,0.07042713280480442,0.000817041256058054,0.006770920677511319,,,,2020-11-11,130,24663,107,100.0,0.07042713280480442,0.000817041256058054,0.07042713280480442,0.000817041256058054,0.26538110860572656,0.028583933530185346,0.8922910011177467,0.06961009154874637,0.039999999999999994,0.0,0.0,1.0
2020-11-18,2019-05-10,0.07300560235909725,0.0007984020177449514,0.0067635480358489,1.5165386820501541e-05,1.1610125154714819e-05,0.01575347179856913,2020-11-13,131,24866,209,100.0,0.04087584062967398,0.0004520630028248474,0.04087584062967398,0.0004520630028248474,0.2021777451394539,0.021261773275643013,0.894836233033574,0.040423777626849136,0.039999999999999994,0.0430622009569378,0.028708133971291867,1.0
2020-11-20,2019-05-10,0.07336900185326464,0.0008230352874992681,0.006806304787592717,2.7831646321401616e-05,2.017470206909215e-05,0.015878520319749567,2020-11-16,132,24973,208,100.0,0.03740362030947518,0.0004293248081056241,0.03740362030947518,0.0004293248081056241,0.1934001559189526,0.02072015463517645,0.8928638162843077,0.036974295501369554,0.039999999999999994,0.019230769230769232,0.0,1.0
2020-11-23,2019-05-10,0.06595759425046281,0.0006665183723350516,0.0068817112664053175,1.4891309395979111e-05,1.3954455811504498e-05,0.0159880027017139,2020-11-18,133,25182,213,100.0,0.03499857878517322,0.00036015033640850354,0.03499857878517322,0.00036015033640850354,0.18707907094374085,0.018977627259710406,0.8985582558007388,0.03463842844876472,0.04,0.06103286384976526,0.04225352112676056,1.0
2020-11-25,2019-05-10,0.00012358015193773505,1.1321203146213124e-05,0.00701137448988452,1.5237261084303414e-05,1.6310405747179305e-05,0.015640705357634486,2020-11-20,134,25390,212,100.0,7.043080925491953e-05,1.3768736497630497e-05,7.043080925491953e-05,1.3768736497630497e-05,0.008392306551533942,0.0037106248122965083,0.5578539952620913,5.666207275728904e-05,0.039999999999999994,0.13679245283018868,0.08962264150943396,1.0
2020-11-27,2019-05-10,0.0001003511762788666,1.344327568793447e-05,0.006959407049900888,1.7830515938442733e-05,1.809797583934424e-05,0.015664856890751665,2020-11-23,135,25603,199,0.01,6.137156787685735e-05,1.564197827201748e-05,6.137156787685735e-05,1.564197827201748e-05,0.007834000758032728,0.003954994092538885,0.49515015192160095,4.572958960483987e-05,0.039999999999999994,0.10552763819095477,0.06532663316582915,1.0
2020-11-30,2019-05-10,4.998934574393145e-05,2.780072415108187e-05,0.00692597992966807,1.0535046177018806e-05,1.1956198660179367e-05,0.015621351774960818,2020-11-25,136,25815,161,0.01,2.1807703196136706e-05,1.6483205943294364e-05,2.1807703196136706e-05,1.6483205943294364e-05,0.00466987186078341,0.004059951470559022,0.13060752166378886,5.3244972528423414e-06,0.039999999999999994,0.2484472049689441,0.18012422360248448,1.0
2020-12-02,2019-05-10,2.922333184720484e-05,1.1902890657348696e-05,0.0065800195567144735,1.1005513296606536e-05,1.1851268009536192e-05,0.01552105622643571,2020-11-27,137,26014,216,1.0,2.0367447829552887e-05,1.1877796314662063e-05,2.0367447829552887e-05,1.1877796314662063e-05,0.004513030891712674,0.0034464178961150465,0.23634072559890074,8.489651514890824e-06,0.039999999999999994,0.10185185185185185,0.09722222222222222,1.0
2020-12-04,2019-05-10,2.5963588022411137e-05,1.553630567416007e-05,0.006568244672197823,2.4784001000186535e-05,2.4973528012699433e-05,0.015492696828383652,2020-11-30,138,26175,185,1.0,2.53706064382658e-05,2.0280422849750134e-05,2.53706064382658e-05,2.0280422849750134e-05,0.005036924303408361,0.0045033790479761015,0.1059267964521966,5.090183588515667e-06,0.039999999999999994,0.10810810810810811,0.07567567567567568,1.0
2020-12-07,2019-05-10,1.7328193620698224e-05,1.6367419622992876e-05,0.006605316973415133,1.7991980007499262e-05,1.948789764422949e-05,0.015360327159659327,2020-12-02,139,26391,193,100.0,1.7654927852543296e-05,1.7903406213757016e-05,1.7654927852543296e-05,1.7903406213757016e-05,0.004201776749488637,0.00423124168699414,-0.007012494775951339,-2.4847836121371996e-07,0.039999999999999994,0.12953367875647667,0.14507772020725387,1.0
