date,act_symbol,open,high,low,close
2025-05-02,AAPL,206.0900,206.9900,202.1600,205.3500
2025-05-05,AAPL,203.1000,204.1000,198.2100,198.8900
2025-05-06,AAPL,198.2100,200.6500,197.0200,198.5100
2025-05-07,AAPL,199.1700,199.4400,193.2500,196.2500
2025-05-08,AAPL,197.7200,200.0500,194.6796,197.4900
2025-05-09,AAPL,199.0000,200.5399,197.5350,198.5300
2025-05-12,AAPL,210.9700,211.2679,206.7500,210.7900
2025-05-13,AAPL,210.4300,213.4000,209.0000,212.9300
2025-05-14,AAPL,212.4300,213.9400,210.5801,212.3300
2025-05-15,AAPL,210.9500,212.9600,209.5400,211.4500
2025-05-16,AAPL,212.3600,212.5700,209.7700,211.2600
2025-05-19,AAPL,207.9100,209.4800,204.2600,208.7800
2025-05-20,AAPL,207.6700,208.4700,205.0300,206.8600
2025-05-21,AAPL,205.1700,207.0400,200.7100,202.0900
2025-05-22,AAPL,200.7100,202.7500,199.7000,201.3600
2025-05-23,AAPL,193.6650,197.7000,193.4600,195.2700
2025-05-27,AAPL,198.3000,200.7400,197.4300,200.2100
2025-05-28,AAPL,200.5900,202.7300,199.9000,200.4200
2025-05-29,AAPL,203.5750,203.8100,198.5100,199.9500
2025-05-30,AAPL,199.3700,201.9600,196.7800,200.8500
2025-06-02,AAPL,200.2800,202.1300,200.1200,201.7000
2025-06-03,AAPL,201.3500,203.7700,200.9550,203.2700
2025-06-04,AAPL,202.9100,206.2400,202.1000,202.8200
2025-06-05,AAPL,203.5000,204.7500,200.1500,200.6300
2025-06-06,AAPL,203.0000,205.7000,202.0500,203.9200
2025-06-09,AAPL,204.3900,206.0000,200.0200,201.4500
2025-06-10,AAPL,200.6000,204.3500,200.5700,202.6700
2025-06-11,AAPL,203.5000,204.5000,198.4100,198.7800
2025-06-12,AAPL,199.0800,199.6800,197.3601,199.2000
2025-06-13,AAPL,199.7300,200.3700,195.7000,196.4500
2025-06-16,AAPL,197.3000,198.6850,196.5636,198.4200
2025-06-17,AAPL,197.2000,198.3900,195.2100,195.6400
2025-06-18,AAPL,195.9400,197.5700,195.0700,196.5800
2025-06-20,AAPL,198.2350,201.7000,196.8550,201.0000
2025-06-23,AAPL,201.6250,202.3000,198.9600,201.5000
2025-06-24,AAPL,202.5900,203.4400,200.2000,200.3000
2025-06-25,AAPL,201.4500,203.6700,200.6201,201.5600
2025-06-26,AAPL,201.4300,202.6400,199.4600,201.0000
2025-06-27,AAPL,201.8900,203.2200,200.0000,201.0800
2025-06-30,AAPL,202.0100,207.3900,199.2607,205.1700
2025-07-01,AAPL,206.6650,210.1865,206.1401,207.8200
2025-07-02,AAPL,208.9100,213.3400,208.1400,212.4400
2025-07-03,AAPL,212.1450,214.6500,211.8101,213.5500
2025-07-07,AAPL,212.6800,216.2300,208.8000,209.9500
2025-07-08,AAPL,210.1000,211.4300,208.4500,210.0100
2025-07-09,AAPL,209.5300,211.3300,207.2200,211.1400
2025-07-10,AAPL,210.5050,213.4800,210.0300,212.4100
2025-07-11,AAPL,210.5650,212.1300,209.8600,211.1600
2025-07-14,AAPL,209.9250,210.9100,207.5400,208.6200
2025-07-15,AAPL,209.2200,211.8900,208.9200,209.1100
2025-07-16,AAPL,210.2950,212.4000,208.6400,210.1600
2025-07-17,AAPL,210.5700,211.8000,209.5900,210.0200
2025-07-18,AAPL,210.8700,211.7900,209.7045,211.1800
2025-07-21,AAPL,212.1000,215.7800,211.6300,212.4800
2025-07-22,AAPL,213.1400,214.9500,212.2301,214.4000
2025-07-23,AAPL,215.0000,215.1500,212.4100,214.1500
2025-07-24,AAPL,213.9000,215.6900,213.5300,213.7600
2025-07-25,AAPL,214.7000,215.2400,213.4000,213.8800
2025-07-28,AAPL,214.0300,214.8450,213.0600,214.0500
2025-07-29,AAPL,214.1750,214.8100,210.8200,211.2700
2025-07-30,AAPL,211.8950,212.3900,207.7200,209.0500
2025-07-31,AAPL,208.4900,209.8400,207.1600,207.5700
2025-08-01,AAPL,210.8650,213.5800,201.5000,202.3800
2025-08-04,AAPL,204.5050,207.8800,201.6750,203.3500
2025-08-05,AAPL,203.4000,205.3400,202.1600,202.9200
2025-08-06,AAPL,205.6300,215.3800,205.5900,213.2500
2025-08-07,AAPL,218.8750,220.8500,216.5800,220.0300
2025-08-08,AAPL,220.8300,231.0000,219.2500,229.3500
2025-08-11,AAPL,227.9200,229.5600,224.7600,227.1800
2025-08-12,AAPL,228.0050,230.8000,227.0700,229.6500
2025-08-13,AAPL,231.0700,235.0000,230.4300,233.3300
2025-08-14,AAPL,234.0550,235.1200,230.8500,232.7800
2025-08-15,AAPL,234.0000,234.2800,229.3350,231.5900
2025-08-18,AAPL,231.7000,233.1200,230.1100,230.8900
2025-08-19,AAPL,231.2750,232.8700,229.3500,230.5600
2025-08-20,AAPL,229.9800,230.4700,225.7700,226.0100
2025-08-21,AAPL,226.2700,226.5200,223.7804,224.9000
2025-08-22,AAPL,226.1700,229.0900,225.4100,227.7600
2025-08-25,AAPL,226.4800,229.3000,226.2300,227.1600
2025-08-26,AAPL,226.8700,229.4900,224.6900,229.3100
2025-08-27,AAPL,228.6100,230.9000,228.2600,230.4900
2025-08-28,AAPL,230.8200,233.4100,229.3350,232.5600
2025-08-29,AAPL,232.5100,233.3800,231.3700,232.1400
2025-09-02,AAPL,229.2500,230.8500,226.9700,229.7200
2025-09-03,AAPL,237.2100,238.8500,234.3600,238.4700
2025-09-04,AAPL,238.4500,239.8999,236.7400,239.7800
2025-09-05,AAPL,239.9950,241.3200,238.4901,239.6900
2025-09-08,AAPL,239.3000,240.1500,236.3400,237.8800
2025-09-09,AAPL,237.0000,238.7805,233.3600,234.3500
2025-09-10,AAPL,232.1850,232.4200,225.9500,226.7900
2025-09-11,AAPL,226.8750,230.4500,226.6500,230.0300
2025-09-12,AAPL,229.2200,234.5100,229.0200,234.0700
2025-09-15,AAPL,237.0000,238.1900,235.0300,236.7000
2025-09-16,AAPL,237.1750,241.2200,236.3235,238.1500
2025-09-17,AAPL,238.9700,240.1000,237.7301,238.9900
2025-09-18,AAPL,239.9700,241.2000,236.6500,237.8800
2025-09-19,AAPL,241.2250,246.3000,240.2106,245.5000
2025-09-22,AAPL,248.3000,256.6400,248.1200,256.0800
2025-09-23,AAPL,255.8750,257.3400,253.5800,254.4300
2025-09-24,AAPL,255.2200,255.7400,251.0400,252.3100
2025-09-25,AAPL,253.2050,257.1700,251.7120,256.8700
2025-09-26,AAPL,254.0950,257.6000,253.7800,255.4600
2025-09-29,AAPL,254.5600,255.0000,253.0100,254.4300
2025-09-30,AAPL,254.8550,255.9190,253.1100,254.6300
2025-10-01,AAPL,255.0400,258.7900,254.9300,255.4500
2025-10-02,AAPL,256.5750,258.1800,254.1500,257.1300
2025-10-03,AAPL,254.6650,259.2400,253.9500,258.0200
2025-10-06,AAPL,257.9900,259.0700,255.0500,256.6900
2025-10-07,AAPL,256.8050,257.4000,255.4300,256.4800
2025-10-08,AAPL,256.5200,258.5200,256.1100,258.0600
2025-10-09,AAPL,257.8050,258.0000,253.1400,254.0400
2025-10-10,AAPL,254.9400,256.3800,244.0000,245.2700
2025-10-13,AAPL,249.3800,249.6900,245.5600,247.6600
2025-10-14,AAPL,246.6000,248.8450,244.7000,247.7700
2025-10-15,AAPL,249.4850,251.8200,247.4700,249.3400
2025-10-16,AAPL,248.2500,249.0400,245.1300,247.4500
2025-10-17,AAPL,248.0200,253.3800,247.2700,252.2900
2025-10-20,AAPL,255.8850,264.3750,255.6300,262.2400
2025-10-21,AAPL,261.8800,265.2900,261.8300,262.7700
2025-10-22,AAPL,262.6500,262.8500,255.4300,258.4500
2025-10-23,AAPL,259.9400,260.6200,258.0101,259.5800
2025-10-24,AAPL,261.1900,264.1300,259.1800,262.8200
2025-10-27,AAPL,264.8800,269.1200,264.6501,268.8100
2025-10-28,AAPL,268.9850,269.8900,268.1500,269.0000
2025-10-29,AAPL,269.2750,271.4100,267.1100,269.7000
2025-10-30,AAPL,271.9900,274.1400,268.4800,271.4000
2025-10-31,AAPL,276.9900,277.3200,269.1600,270.3700
2025-11-03,AAPL,270.4200,270.8500,266.2500,269.0500
2025-11-04,AAPL,268.3250,271.4860,267.6150,270.0400
2025-11-05,AAPL,268.6100,271.7000,266.9300,270.1400
2025-11-06,AAPL,267.8900,273.4000,267.8900,269.7700
2025-11-07,AAPL,269.7950,272.2900,266.7700,268.4700
2025-11-10,AAPL,268.9600,273.7300,267.4550,269.4300
2025-11-11,AAPL,269.8100,275.9100,269.8000,275.2500
2025-11-12,AAPL,275.0000,275.7300,271.7000,273.4700
2025-11-13,AAPL,274.1100,276.6990,272.0900,272.9500
2025-11-14,AAPL,271.0500,275.9600,269.6000,272.4100
2025-11-17,AAPL,268.8150,270.4900,265.7300,267.4600
2025-11-18,AAPL,269.9900,270.7100,265.3200,267.4400
2025-11-19,AAPL,265.5250,272.2100,265.5000,268.5600
2025-11-20,AAPL,270.8300,275.4300,265.9200,266.2500
2025-11-21,AAPL,265.9500,273.3300,265.6700,271.4900
2025-11-24,AAPL,270.9000,277.0000,270.9000,275.9200
2025-11-25,AAPL,275.2700,280.3800,275.2500,276.9700
2025-11-26,AAPL,276.9600,279.5300,276.6300,277.5500
2025-11-28,AAPL,277.2600,279.0000,275.9865,278.8500
2025-12-01,AAPL,278.0100,283.4200,276.1400,283.1000
2025-12-02,AAPL,283.0000,287.4000,282.6301,286.1900
2025-12-03,AAPL,286.2000,288.6200,283.3000,284.1500
2025-12-04,AAPL,284.0950,284.7300,278.5900,280.7000
2025-12-05,AAPL,280.5400,281.1400,278.0500,278.7800
2025-12-08,AAPL,278.1300,279.6693,276.1500,277.8900
2025-12-09,AAPL,278.1600,280.0300,276.9200,277.1800
2025-12-10,AAPL,277.7500,279.7500,276.4400,278.7800
2025-12-11,AAPL,279.0950,279.5900,273.8100,278.0300
2025-12-12,AAPL,277.9000,279.2200,276.8200,278.2800
2025-12-15,AAPL,280.1500,280.1500,272.8400,274.1100
2025-12-16,AAPL,272.8200,275.5000,271.7900,274.6100
2025-12-17,AAPL,275.0100,276.1600,271.6400,271.8400
2025-12-18,AAPL,273.6050,273.6300,266.9500,272.1900
2025-12-19,AAPL,272.1450,274.6000,269.9000,273.6700
2025-12-22,AAPL,272.8600,273.8800,270.5050,270.9700
2025-12-23,AAPL,270.8400,272.5000,269.5600,272.3600
2025-12-24,AAPL,272.3400,275.4300,272.1950,273.8100
2025-12-26,AAPL,274.1600,275.3700,272.8600,273.4000
2025-12-29,AAPL,272.6900,274.3600,272.3500,273.7600
2025-12-30,AAPL,272.8100,274.0800,272.2800,273.0800
2025-12-31,AAPL,273.0600,273.6800,271.7500,271.8600
2026-01-02,AAPL,272.2550,277.8400,269.0000,271.0100
2026-01-05,AAPL,270.6400,271.5100,266.1400,267.2600
2026-01-06,AAPL,267.0000,267.5500,262.1200,262.3600
2026-01-07,AAPL,263.2000,263.6800,259.8100,260.3300
2026-01-08,AAPL,257.0200,259.2900,255.7000,259.0400
2026-01-09,AAPL,259.0750,260.2100,256.2200,259.3700
2026-01-12,AAPL,259.1600,261.3000,256.8000,260.2500
2026-01-13,AAPL,258.7200,261.8100,258.3900,261.0500
2026-01-14,AAPL,259.4900,261.8200,256.7100,259.9600
2026-01-15,AAPL,260.6500,261.0400,257.0500,258.2100
2026-01-16,AAPL,257.9000,258.9000,254.9300,255.5300
2026-01-20,AAPL,252.7300,254.7900,243.4200,246.7000
2026-01-21,AAPL,248.7000,251.5600,245.1800,247.6500
2026-01-22,AAPL,249.2000,251.0000,248.1500,248.3500
2026-01-23,AAPL,247.3200,249.4100,244.6800,248.0400
2026-01-26,AAPL,251.4800,256.5600,249.8000,255.4100
2026-01-27,AAPL,259.1700,261.9500,258.2100,258.2700
2026-01-28,AAPL,257.6500,258.8550,254.5100,256.4400
2026-01-29,AAPL,258.0000,259.6500,254.4100,258.2800
2026-01-30,AAPL,255.1650,261.8999,252.1800,259.4800
2026-02-02,AAPL,260.0300,270.4900,259.2050,270.0100
2026-02-03,AAPL,269.2000,271.8750,267.6100,269.4800
2026-02-04,AAPL,272.2850,278.9500,272.2850,276.4900
2026-02-05,AAPL,278.1300,279.5000,273.2300,275.9100
2026-02-06,AAPL,277.1200,280.9050,276.9250,278.1200
2026-02-09,AAPL,277.9050,278.2000,271.7000,274.6200
2026-02-10,AAPL,274.8850,275.3700,272.9400,273.6800
2026-02-11,AAPL,274.6950,280.1800,274.4500,275.5000
2026-02-12,AAPL,275.5900,275.7200,260.1800,261.7300
2026-02-13,AAPL,262.0100,262.2300,255.4500,255.7800
2026-02-17,AAPL,258.0500,266.2900,255.5400,263.8800
2026-02-18,AAPL,263.6000,266.8200,262.4500,264.3500
2026-02-19,AAPL,262.6000,264.4800,260.0500,260.5800
2026-02-20,AAPL,258.9700,264.7500,258.1600,264.5800
2026-02-23,AAPL,263.4900,269.4300,263.3810,266.1800
2026-02-24,AAPL,267.8600,274.8900,267.7100,272.1400
2026-02-25,AAPL,271.7800,274.9400,271.0500,274.2300
2026-02-26,AAPL,274.9450,276.1100,270.7950,272.9500
2026-02-27,AAPL,272.8100,272.8100,262.8900,264.1800
2026-03-02,AAPL,262.4100,266.5300,260.2000,264.7200
2026-03-03,AAPL,263.4800,265.5600,260.1300,263.7500
2026-03-04,AAPL,264.6500,266.1500,261.4200,262.5200
2026-03-05,AAPL,260.7900,261.5550,257.2500,260.2900
2026-03-06,AAPL,258.6300,258.7700,254.3700,257.4600
2026-03-09,AAPL,255.6900,261.1500,253.6805,259.8800
2026-03-10,AAPL,257.6450,262.4800,256.9500,260.8300
2026-03-11,AAPL,261.0900,262.1300,259.5500,260.8100
2026-03-12,AAPL,258.6600,258.9500,254.1800,255.7600
2026-03-13,AAPL,255.4800,256.3300,249.5200,250.1200
2026-03-16,AAPL,252.1050,253.8850,249.8800,252.8200
2026-03-17,AAPL,252.9550,255.1300,252.1800,254.2300
2026-03-18,AAPL,252.6250,254.9400,249.0000,249.9400
2026-03-19,AAPL,249.4000,251.8300,247.3000,248.9600
2026-03-20,AAPL,247.9750,249.1999,246.0000,247.9900
2026-03-23,AAPL,253.9700,254.6000,250.2800,251.4900
2026-03-24,AAPL,250.3500,254.8250,249.5500,251.6400
2026-03-25,AAPL,254.0950,255.0000,251.6000,252.6200
2026-03-26,AAPL,252.1150,257.0000,250.7700,252.8900
2026-03-27,AAPL,253.9000,255.4930,248.0700,248.8000
2026-03-30,AAPL,250.0700,250.8700,245.5100,246.6300
2026-03-31,AAPL,247.9100,255.4800,247.1010,253.7900
2026-04-01,AAPL,254.0800,256.1800,253.3300,255.6300
2026-04-02,AAPL,254.2000,256.1300,250.6500,255.9200
2026-04-06,AAPL,256.5100,262.1600,256.4600,258.8600
2026-04-07,AAPL,256.1550,256.2000,245.7000,253.5000
2026-04-08,AAPL,258.4500,259.7499,256.5300,258.9000
2026-04-09,AAPL,259.0000,261.1200,256.0700,260.4900
2026-04-10,AAPL,259.9800,262.1900,259.0231,260.4800
2026-04-13,AAPL,259.7300,260.1800,256.6600,259.2000
2026-04-14,AAPL,259.2450,261.9300,257.1900,258.8300
2026-04-15,AAPL,258.1600,266.5600,257.8100,266.4300
2026-04-16,AAPL,266.8000,267.1600,261.2700,263.4000
2026-04-17,AAPL,266.9600,272.3000,266.7200,270.2300
2026-04-20,AAPL,270.3300,274.2750,270.2900,273.0500
2026-04-21,AAPL,271.5000,272.8000,265.4000,266.1700
2026-04-22,AAPL,267.8200,273.7400,266.8700,273.1700
2026-04-23,AAPL,275.0450,275.7700,271.6500,273.4300
2026-04-24,AAPL,272.7550,273.0600,269.6500,271.0600
2026-04-27,AAPL,266.0900,268.3600,265.0700,267.6100
2026-04-28,AAPL,272.3350,273.2300,268.6600,270.7100
2026-04-29,AAPL,267.5500,271.0400,267.0400,270.1700
2026-04-30,AAPL,270.5000,276.0000,268.1400,271.3500
2026-05-01,AAPL,278.8550,287.2200,278.3700,280.1400
2026-05-04,AAPL,279.6550,280.6300,274.8601,276.8300
2026-05-05,AAPL,276.9250,284.5700,276.5010,284.1800
2026-05-06,AAPL,281.9150,288.0200,281.0700,287.5100
2026-05-07,AAPL,289.2700,292.1300,285.7800,287.4400
2026-05-08,AAPL,290.0100,294.7600,290.0000,293.3200
2026-05-11,AAPL,291.9790,293.8800,290.2300,292.6800
2026-05-12,AAPL,292.5600,295.2700,292.5600,294.8000
2026-05-13,AAPL,293.5000,300.9200,293.5000,298.8700
2026-05-14,AAPL,299.8200,300.4500,295.3800,298.2100
2026-05-15,AAPL,297.9000,303.2000,296.5200,300.2300
2026-05-18,AAPL,300.2400,300.6600,294.9100,297.8400
2026-05-19,AAPL,296.9700,300.5100,296.3500,298.9700
2026-05-20,AAPL,298.1800,302.8000,298.0800,302.2500
2026-05-21,AAPL,301.0550,305.5400,300.4000,304.9900
2026-05-22,AAPL,306.1200,311.4000,305.8400,308.8200
2026-05-26,AAPL,309.5600,311.8200,307.6700,308.3300
2026-05-27,AAPL,308.3300,313.2600,308.3000,310.8500
2026-05-28,AAPL,310.6800,312.8000,309.5700,312.5100
2026-05-29,AAPL,311.7750,315.0000,309.5300,312.0600
2026-06-01,AAPL,309.6250,310.9400,305.0200,306.3100
2026-06-02,AAPL,307.4600,315.4500,306.6850,315.2000
2026-06-03,AAPL,314.1750,316.9400,308.8500,310.2600
2026-06-04,AAPL,313.2300,313.5400,309.6500,311.2300
2026-06-05,AAPL,312.8600,315.1700,307.1500,307.3400
2026-06-08,AAPL,308.7390,317.4000,301.1700,301.5400
2026-06-09,AAPL,300.2750,300.7500,287.7800,290.5500
2026-06-10,AAPL,290.7400,294.7500,287.3800,291.5800
2026-06-11,AAPL,293.7200,297.0000,289.5900,295.6300
2026-06-12,AAPL,296.0300,297.1400,289.6200,291.1300
2026-06-15,AAPL,294.1200,297.7800,291.7000,296.4200
2026-06-16,AAPL,295.2450,300.4800,293.9700,299.2400
2026-06-17,AAPL,300.8450,302.0700,294.3600,295.9500
2026-06-18,AAPL,298.1100,300.5700,295.6200,298.0100
2026-06-22,AAPL,297.3100,302.4200,296.7600,297.0100
2026-06-23,AAPL,297.5380,301.6400,294.1800,294.3000
2026-06-24,AAPL,295.3550,299.7000,292.9400,293.0800
2026-06-25,AAPL,287.4000,288.8000,273.7500,275.1500
2026-06-26,AAPL,275.0000,285.9500,274.2100,283.7800
2026-06-29,AAPL,286.7300,288.3697,279.8500,281.7400
2026-06-30,AAPL,281.1700,289.9400,280.6950,289.3600
2026-07-01,AAPL,293.4400,296.5900,289.1950,294.3800
2026-07-02,AAPL,294.1200,309.4200,293.6800,308.6300
2026-07-06,AAPL,307.3600,314.2000,307.0000,312.6600
2026-07-07,AAPL,315.2900,315.4800,310.1500,310.6600
2026-07-08,AAPL,311.9100,314.8200,307.0500,313.3900
2026-07-09,AAPL,310.5100,316.5300,308.1600,316.2200
2026-07-10,AAPL,314.7200,316.9100,312.1700,315.3200
2026-07-13,AAPL,317.0150,323.4500,315.7800,317.3100
2026-07-14,AAPL,313.7600,316.1900,311.9100,314.8600
2026-07-15,AAPL,317.6150,328.7300,317.3200,327.5000
2026-07-16,AAPL,328.0050,334.6800,326.7900,333.2600
2026-07-17,AAPL,331.9800,334.9900,329.0006,333.7400
2026-07-20,AAPL,333.5050,333.7100,323.6800,326.5900
2026-07-21,AAPL,323.1300,329.6000,322.2204,327.7400
2026-07-22,AAPL,327.8700,328.9995,323.3400,325.8900
2026-07-23,AAPL,321.7300,323.3000,319.3500,321.6600
2026-07-24,AAPL,321.7900,334.3700,321.6200,333.0200
2026-07-27,AAPL,334.5400,339.5700,334.0200,336.9100
2026-07-28,AAPL,340.0300,342.8900,335.6000,340.0800
2026-07-29,AAPL,339.7300,344.5699,337.3501,338.1900
2026-07-30,AAPL,333.1000,334.7500,329.5900,333.4300
2026-07-31,AAPL,304.8100,310.6900,300.0000,308.9100
2026-08-03,AAPL,309.5800,311.8000,302.5600,303.4200
2026-08-04,AAPL,302.7250,310.4200,301.3200,309.3800
2026-08-05,AAPL,309.3600,311.7100,305.6700,311.0000
2026-08-06,AAPL,314.3400,316.2894,309.2300,312.4100
2026-08-07,AAPL,311.4500,314.8100,310.7400,313.3300
2026-08-10,AAPL,306.8300,308.2600,304.6100,308.2600
2026-08-11,AAPL,307.7500,309.9700,302.7900,304.9100
2026-08-12,AAPL,305.1000,305.6600,300.5700,302.2500
2026-08-13,AAPL,304.2100,306.0000,302.0500,305.2600
2026-08-14,AAPL,306.0000,307.4900,304.3000,305.9300
2026-08-17,AAPL,306.2100,307.6600,302.9390,305.5900
2026-08-18,AAPL,307.5800,311.4900,305.7400,310.0300
2026-08-19,AAPL,310.1400,319.2799,309.6000,316.8300
2026-08-20,AAPL,317.4550,320.2800,310.6500,311.3000
2026-08-21,AAPL,312.0500,312.3800,307.0100,309.3500
2026-08-24,AAPL,311.4700,313.3600,309.9700,310.3400
2026-08-25,AAPL,310.7900,313.5900,308.2100,309.9000
2026-08-26,AAPL,310.3000,315.4300,308.8001,313.4500
2026-08-27,AAPL,310.5450,315.4000,309.4001,314.5800
2026-08-28,AAPL,316.8450,322.3700,315.4504,319.7000
2026-08-31,AAPL,319.6000,321.2350,312.8000,316.8500
2026-09-01,AAPL,316.9800,327.3000,314.7300,325.1300
2026-09-02,AAPL,326.8650,328.4000,323.5300,324.9600
2026-09-03,AAPL,324.8700,330.8100,324.1100,328.2100
2026-09-04,AAPL,328.3050,328.9300,317.8600,319.9700
2018-06-01,QQQ,170.8800,172.8400,170.8700,172.7400
2018-06-04,QQQ,173.1600,174.3400,173.0700,174.3000
2018-06-05,QQQ,174.6900,175.1300,174.0700,174.8400
2018-06-06,QQQ,175.0200,175.8900,174.1400,175.8600
2018-06-07,QQQ,175.9100,175.9300,173.5500,174.4300
2018-06-08,QQQ,173.5700,174.8800,173.1800,174.4400
2018-06-11,QQQ,174.3000,175.3400,174.2800,174.9100
2018-06-12,QQQ,175.1500,176.0000,174.9600,175.8300
2018-06-13,QQQ,176.0900,177.1400,175.4300,175.8200
2018-06-14,QQQ,176.6200,177.8900,176.5000,177.6000
2018-06-15,QQQ,176.9800,177.3300,176.1100,176.9800
2018-06-18,QQQ,175.5300,176.6500,174.9400,176.5000
2018-06-19,QQQ,174.2600,176.0400,173.7100,176.0000
2018-06-20,QQQ,176.7900,177.9800,176.6500,177.2500
2018-06-21,QQQ,177.6900,177.8800,175.3700,175.7100
2018-06-22,QQQ,176.3100,176.3700,174.6900,175.3200
2018-06-25,QQQ,173.7600,173.9900,169.8100,171.3700
2018-06-26,QQQ,171.9900,173.0600,171.3700,172.0700
2018-06-27,QQQ,172.7700,173.5800,169.6100,169.7300
2018-06-28,QQQ,169.5200,171.7700,169.1700,171.1900
2018-06-29,QQQ,172.0000,172.9200,171.4000,171.6500
2018-07-02,QQQ,170.0400,172.8500,169.6700,172.8000
2018-07-03,QQQ,173.4100,173.4500,170.6300,170.8000
2018-07-05,QQQ,171.9100,173.0600,171.0300,172.9200
2018-07-06,QQQ,173.3100,175.7400,173.0000,175.6100
2018-07-09,QQQ,176.4900,177.2300,175.8200,177.1900
2018-07-10,QQQ,177.4100,177.7200,176.7100,177.3200
2018-07-11,QQQ,175.9600,177.0700,175.8000,176.4200
2018-07-12,QQQ,177.2100,179.4600,177.0800,179.4600
2018-07-13,QQQ,179.4200,179.9000,178.9500,179.6100
2018-07-16,QQQ,179.6400,179.9500,178.8800,179.1800
2018-07-17,QQQ,177.3000,180.6500,177.2800,180.2700
2018-07-18,QQQ,180.2800,180.4400,179.3800,179.9300
2018-07-19,QQQ,179.3400,179.8800,178.8200,179.0300
2018-07-20,QQQ,179.5700,180.1700,178.7900,178.9900
2018-07-23,QQQ,178.4500,179.6400,177.7400,179.5600
2018-07-24,QQQ,181.3900,182.0500,179.5600,180.3000
2018-07-25,QQQ,180.3600,182.9300,180.2900,182.8200
2018-07-26,QQQ,180.3500,180.9200,179.8100,180.0500
2018-07-27,QQQ,181.2600,181.3100,176.6000,177.6200
2018-07-30,QQQ,177.6600,177.7300,174.2700,175.1100
2018-07-31,QQQ,175.7500,177.1300,174.8200,176.4500
2018-08-01,QQQ,176.8700,177.6500,176.1000,177.1200
2018-08-02,QQQ,175.8700,179.7400,175.7900,179.5300
2018-08-03,QQQ,179.8000,180.0900,179.0800,180.0800
2018-08-06,QQQ,179.9700,181.1900,179.7400,181.1400
2018-08-07,QQQ,181.6300,182.1400,181.2600,181.8000
2018-08-08,QQQ,181.5500,182.3500,181.0600,182.0200
2018-08-09,QQQ,181.9400,182.6300,181.6400,181.9100
2018-08-10,QQQ,180.6800,181.2200,179.8400,180.5200
2018-08-13,QQQ,180.8500,182.0100,180.2400,180.3200
2018-08-14,QQQ,181.0100,181.6600,180.0400,181.4500
2018-08-15,QQQ,180.0900,180.5800,178.1200,179.2300
2018-08-16,QQQ,180.5700,180.9900,179.4700,179.8200
2018-08-17,QQQ,179.3600,180.3100,178.2700,179.8600
2018-08-20,QQQ,180.2800,180.3300,179.0000,179.7000
2018-08-21,QQQ,180.2600,181.4400,180.1300,180.3600
2018-08-22,QQQ,179.9600,181.2700,179.7500,181.0600
2018-08-23,QQQ,180.7700,182.0500,180.5000,180.8000
2018-08-24,QQQ,181.4000,182.6300,181.3600,182.4800
2018-08-27,QQQ,183.4300,184.3400,183.1100,184.3400
2018-08-28,QQQ,184.8000,185.0200,184.2200,184.6100
2018-08-29,QQQ,184.9100,186.8400,184.8600,186.7400
2018-08-30,QQQ,186.4100,187.5200,185.7900,186.4100
2018-08-31,QQQ,186.1800,187.1800,185.9800,186.6500
2018-09-04,QQQ,186.1000,186.4000,184.8500,185.8500
2018-09-05,QQQ,185.5500,185.5500,182.8200,183.4500
2018-09-06,QQQ,183.5400,183.7500,180.5800,181.8100
2018-09-07,QQQ,180.5000,182.6700,180.4400,181.1100
2018-09-10,QQQ,182.1500,182.2500,180.7250,181.7200
2018-09-11,QQQ,180.9900,183.4200,180.5200,183.1200
2018-09-12,QQQ,182.8500,182.9800,181.0100,182.5800
2018-09-13,QQQ,183.7200,184.8800,183.6400,184.5300
2018-09-14,QQQ,184.6600,184.9450,183.2600,183.9900
2018-09-17,QQQ,183.6800,183.8100,181.1700,181.3400
2018-09-18,QQQ,181.4900,183.7300,181.4000,182.8400
2018-09-19,QQQ,182.8700,183.3000,181.5100,182.7000
2018-09-20,QQQ,183.9600,184.9700,183.5200,184.7200
2018-09-21,QQQ,185.2200,185.4800,183.4800,183.7100
2018-09-24,QQQ,182.0200,183.9600,181.3000,183.8900
2018-09-25,QQQ,183.8100,184.2800,183.1800,184.1400
2018-09-26,QQQ,184.3000,185.9900,183.9050,184.2700
2018-09-27,QQQ,185.0200,186.4900,184.9200,185.8300
2018-09-28,QQQ,185.3100,186.2800,184.9700,185.7900
2018-10-01,QQQ,186.8700,187.5300,185.7000,186.1700
2018-10-02,QQQ,186.0100,187.1750,185.3200,185.7500
2018-10-03,QQQ,186.5300,186.9700,185.6600,185.9500
2018-10-04,QQQ,185.2000,185.3200,181.0600,182.3800
2018-10-05,QQQ,182.3600,182.9700,178.4300,180.1500
2018-10-08,QQQ,179.5200,180.6430,176.9300,179.0500
2018-10-09,QQQ,179.1800,181.0200,178.7500,179.6300
2018-10-10,QQQ,178.5100,178.6200,171.5000,171.7300
2018-10-11,QQQ,171.0200,173.4000,167.8100,169.6000
2018-10-12,QQQ,174.1700,174.8600,170.9330,174.3200
2018-10-15,QQQ,173.7100,174.0400,171.5600,172.2100
2018-10-16,QQQ,174.0200,177.6500,173.7000,177.2200
2018-10-17,QQQ,178.0800,178.2580,175.4700,177.2900
2018-10-18,QQQ,176.6200,176.6800,172.4400,173.1800
2018-10-19,QQQ,174.5800,176.0700,172.3900,173.0200
